rd_zh,rd_en
媽祖宮三街,MAZUGONG 3RD ST.
媽祖宮五街,MAZUGONG 5TH ST.
媽祖宮路,MAZUGONG RD.
媽祖路,MAZU RD.
媽祖廟街,MAZUMIAO ST.
媽廟一街,MAMIAO 1ST ST.
媽廟二街,MAMIAO 2ND ST.
嵩山巷,SONGSHAN LN.
嵩陽街,SONGYANG ST.
嵩翠一路,SONGCUI 1ST RD.
嵩翠二路,SONGCUI 2ND RD.
嵩翠路,SONGCUI RD.
廉江街,LIANJIANG ST.
廉使,LIANSHI
廉明街,LIANMING ST.
廈北路,XIABEI RD.
廈門街,XIAMEN ST.
廈南路,XIANAN RD.
廈莊一街,XIAZHUANG 1ST ST.
廈莊二街,XIAZHUANG 2ND ST.
廈莊三街,XIAZHUANG 3RD ST.
廈莊五街,XIAZHUANG 5TH ST.
廈莊六街,XIAZHUANG 6TH ST.
廈粘街,XIANIAN ST.
意善巷,YISHAN LN.
意誠一巷,YICHENG 1ST LN.
意誠路,YICHENG RD.
慈天路,CITIAN RD.
慈文路,CIWEN RD.
慈生街,CISHENG ST.
慈光,CIGUANG
慈光一街,CIGUANG 1ST ST.
慈光二街,CIGUANG 2ND ST.
慈光九村,CIGUANG 9TH VIL.
慈光十四村,CIGUANG 14TH VIL.
慈光二十七村,CIGUANG 27TH VIL.
慈光街,CIGUANG ST.
慈安一巷,CI'AN 1ST LN.
慈安二巷,CI'AN 2ND LN.
慈安三巷,CI'AN 3RD LN.
慈安街,CI'AN ST.
慈安路,CI'AN RD.
慈育街,CIYU ST.
慈和街,CIHE ST.
慈勇一街,CIYONG 1ST ST.
慈勇二街,CIYONG 2ND ST.
慈勇三街,CIYONG 3RD ST.
慈勇五街,CIYONG 5TH ST.
慈英街,CIYING ST.
慈音街,CIYIN ST.
慈峰巷,CIFENG LN.
慈恩,CI'EN
慈恩一巷,CI'EN 1ST LN.
慈恩三巷,CI'EN 3RD LN.
慈恩五巷,CI'EN 5TH LN.
慈恩七巷,CI'EN 7TH LN.
慈恩十一村,CI'EN 11TH VIL.
慈恩十三村,CI'EN 13TH VIL.
慈恩街,CI'EN ST.
慈航一路,CIHANG 1ST RD.
慈航二路,CIHANG 2ND RD.
慈航三路,CIHANG 3RD RD.
慈航路,CIHANG RD.
慈康路,CIKANG RD.
慈祥街,CIXIANG ST.
慈祥路,CIXIANG RD.
慈惠一街,CIHUI 1ST ST.
慈惠二街,CIHUI 2ND ST.
慈惠三街,CIHUI 3RD ST.
慈惠四街,CIHUI 4TH ST.
慈惠五街,CIHUI 5TH ST.
慈惠六街,CIHUI 6TH ST.
慈惠七街,CIHUI 7TH ST.
慈惠八街,CIHUI 8TH ST.
慈惠街,CIHUI ST.
慈惠路,CIHUI RD.
慈湖富康農莊,CIHU FUKANG FARM
慈湖路,CIHU RD.
慈湖路一段,"SEC. 1, CIHU RD."
慈湖路二段,"SEC. 2, CIHU RD."
慈湖路三段,"SEC. 3, CIHU RD."
慈善路,CISHAN RD.
慈華街,CIHUA ST.
慈隆街,CILONG ST.
慈雲山,CIYUNSHAN
慈雲街,CIYUN ST.
慈雲路,CIYUN RD.
慈愛巷,CI'AI LN.
慈愛街,CI'AI ST.
慈愛路,CI'AI RD.
慈新路一段,"SEC. 1, CIXIN RD."
慈新路二段,"SEC. 2, CIXIN RD."
慈新路三段,"SEC. 3, CIXIN RD."
慈暉六村,CIHUI 6TH VIL.
慈聖街,CISHENG ST.
慈聖路二段,"SEC. 2, CISHENG RD."
慈鳴路,CIMING RD.
慈德街,CIDE ST.
慈德路,CIDE RD.
慈興一街,CIXING 1ST ST.
慈興三街,CIXING 3RD ST.
慈興五街,CIXING 5TH ST.
慈興六街,CIXING 6TH ST.
慈興七街,CIXING 7TH ST.
慈興八街,CIXING 8TH ST.
慈興十街,CIXING 10TH ST.
慈興十一街,CIXING 11TH ST.
慈興十二街,CIXING 12TH ST.
慈興路,CIXING RD.
慈龍街,CILONG ST.
慈濟路,CIJI RD.
慈護街,CIHU ST.
感恩路,GAN'EN RD.
想思林,XIANGSILIN
愛一街,AI 1ST ST.
愛一路,AI 1ST RD.
愛二街,AI 2ND ST.
愛二路,AI 2ND RD.
愛三街,AI 3RD ST.
愛三路,AI 3RD RD.
愛四路,AI 4TH RD.
愛五街,AI 5TH ST.
愛五路,AI 5TH RD.
愛六街,AI 6TH ST.
愛六路,AI 6TH RD.
愛七街,AI 7TH ST.
愛七路,AI 7TH RD.
愛八街,AI 8TH ST.
愛九街,AI 9TH ST.
愛九路,AI 9TH RD.
愛十街,AI 10TH ST.
愛山街,AISHAN ST.
愛心一街,AIXIN 1ST ST.
愛心二街,AIXIN 2ND ST.
愛心三街,AIXIN 3RD ST.
愛心路,AIXIN RD.
愛文街,AIWEN ST.
愛民街,AIMIN ST.
愛民路,AIMIN RD.
愛永街,AIYONG ST.
愛玉路,AIYU RD.
愛和路,AIHE RD.
愛物路,AIWU RD.
愛恆路,AIHENG RD.
愛美路,AIMEI RD.
愛迪生路,AIDISHENG RD.
愛國一路,AIGUO 1ST RD.
愛國西路,AIGUO W. RD.
愛國東路,AIGUO E. RD.
愛國巷,AIGUO LN.
愛國街,AIGUO ST.
愛國路,AIGUO RD.
愛國蒲,AIGUOPU
愛惜路,AIXI RD.
愛富一街,AIFU 1ST ST.
愛富二街,AIFU 2ND ST.
愛富二街厚生巷,"HOUSHENG LN., AIFU 2ND ST."
愛富二街樂生巷,"LESHENG LN., AIFU 2ND ST."
愛富三街,AIFU 3RD ST.
愛富三街長生巷,"CHANGSHENG LN., AIFU 3RD ST."
愛渾路,AIHUN RD.
愛華街,AIHUA ST.
愛華路,AIHUA RD.
愛鄉巷,AIXIANG LN.
愛鄉路,AIXIANG RD.
愛新路,AIXIN RD.
愛節路,AIJIE RD.
愛群路,AIQUN RD.
愛聞路,AIWEN RD.
愛德路,AIDE RD.
愛興街,AIXING ST.
愛禮路,AILI RD.
愛蘭路,AILAN RD.
敬二街,JING 2ND ST.
敬三街,JING 3RD ST.
敬安街,JING'AN ST.
敬南街,JINGNAN ST.
敬業一路,JINGYE 1ST RD.
敬業二路,JINGYE 2ND RD.
敬業三路,JINGYE 3RD RD.
敬業四路,JINGYE 4TH RD.
敬業街,JINGYE ST.
敬業新城,JINGYE XINCHENG
敬業路,JINGYE RD.
敬德街,JINGDE ST.
新一街,XIN 1ST ST.
新一路,XIN 1ST RD.
新二港,XIN'ERGANG
新二街,XIN 2ND ST.
新三街,XIN 3RD ST.
新四街,XIN 4TH ST.
新五街,XIN 5TH ST.
新五路,XIN 5TH RD.
新五路一段,"SEC. 1, XIN 5TH RD."
新五路二段,"SEC. 2, XIN 5TH RD."
新五路三段,"SEC. 3, XIN 5TH RD."
新六街,XIN 6TH ST.
新七街,XIN 7TH ST.
新八街,XIN 8TH ST.
新下街,XINXIA ST.
新上街,XINSHANG ST.
新上路,XINSHANG RD.
新大巷,XINDA LN.
新大路,XINDA RD.
新山路,XINSHAN RD.
新工一路,XINGONG 1ST RD.
新工二路,XINGONG 2ND RD.
新工三路,XINGONG 3RD RD.
新工四路,XINGONG 4TH RD.
新工五路,XINGONG 5TH RD.
新工六路,XINGONG 6TH RD.
新工路,XINGONG RD.
新中,XINZHONG
新中一街,XINZHONG 1ST ST.
新中二街,XINZHONG 2ND ST.
新中三街,XINZHONG 3RD ST.
新中五街,XINZHONG 5TH ST.
新中六街,XINZHONG 6TH ST.
新中北路,XINZHONG N. RD.
新中北路二段,"SEC. 2, XINZHONG N. RD."
新中街,XINZHONG ST.
新中路,XINZHONG RD.
新丹巷,XINDAN LN.
新仁一街,XINREN 1ST ST.
新仁二街,XINREN 2ND ST.
新仁三街,XINREN 3RD ST.
新仁四街,XINREN 4TH ST.
新仁五街,XINREN 5TH ST.
新仁六街,XINREN 6TH ST.
新仁七街,XINREN 7TH ST.
新仁路,XINREN RD.
新仁路一段,"SEC. 1, XINREN RD."
新仁路二段,"SEC. 2, XINREN RD."
新仁路二段公路巷,"GONGLU LN., SEC. 2, XINREN RD."
新仁路二段新興巷,"XINXING LN., SEC. 2, XINREN RD."
新仁路二段福溝巷,"FUGOU LN., SEC. 2, XINREN RD."
新仁路三段,"SEC. 3, XINREN RD."
新元街,XINYUAN ST.
新公館,XINGONGGUAN
新化,XINHUA
新化巷,XINHUA LN.
新化街,XINHUA ST.
新化路,XINHUA RD.
新太路,XINTAI RD.
新文路,XINWEN RD.
新月一街,XINYUE 1ST ST.
新月二街,XINYUE 2ND ST.
新月三街,XINYUE 3RD ST.
新北一街,XINBEI 1ST ST.
新北二街,XINBEI 2ND ST.
新北三街,XINBEI 3RD ST.
新北四街,XINBEI 4TH ST.
新北五街,XINBEI 5TH ST.
新北六街,XINBEI 6TH ST.
新北七街,XINBEI 7TH ST.
新北八街,XINBEI 8TH ST.
新北九街,XINBEI 9TH ST.
新北大道一段,"SEC. 1, NEW TAIPEI BLVD."
新北大道二段,"SEC. 2, NEW TAIPEI BLVD."
新北大道三段,"SEC. 3, NEW TAIPEI BLVD."
新北大道四段,"SEC. 4, NEW TAIPEI BLVD."
新北大道五段,"SEC. 5, NEW TAIPEI BLVD."
新北大道六段,"SEC. 6, NEW TAIPEI BLVD."
新北大道七段,"SEC. 7, NEW TAIPEI BLVD."
新北街,XINBEI ST.
新北園路,XINBEIYUAN RD.
新北路,XINBEI RD.
新台五路一段,"SEC. 1, XINTAI 5TH RD."
新台五路二段,"SEC. 2, XINTAI 5TH RD."
新央街,XINYANG ST.
新市一巷,XINSHI 1ST LN.
新市一路一段,"SEC. 1, XINSHI 1ST RD."
新市一路二段,"SEC. 2, XINSHI 1ST RD."
新市一路三段,"SEC. 3, XINSHI 1ST RD."
新市二巷,XINSHI 2ND LN.
新市二路一段,"SEC. 1, XINSHI 2ND RD."
新市二路二段,"SEC. 2, XINSHI 2ND RD."
新市二路三段,"SEC. 3, XINSHI 2ND RD."
新市二路四段,"SEC. 4, XINSHI 2ND RD."
新市三路一段,"SEC. 1, XINSHI 3RD RD."
新市三路二段,"SEC. 2, XINSHI 3RD RD."
新市五路一段,"SEC. 1, XINSHI 5TH RD."
新市五路二段,"SEC. 2, XINSHI 5TH RD."
新市五路三段,"SEC. 3, XINSHI 5TH RD."
新市六路一段,"SEC. 1, XINSHI 6TH RD."
新市六路二段,"SEC. 2, XINSHI 6TH RD."
新市子,XINSHIZI
新市街,XINSHI ST.
新市路,XINSHI RD.
新平街,XINPING ST.
新平路,XINPING RD.
新平路一段,"SEC. 1, XINPING RD."
新平路一段朱厝巷,"ZHUCUO LN., SEC. 1, XINPING RD."
新平路二段,"SEC. 2, XINPING RD."
新平路三段,"SEC. 3, XINPING RD."
新正一街,XINZHENG 1ST ST.
新正二街,XINZHENG 2ND ST.
新正三街,XINZHENG 3RD ST.
新正五街,XINZHENG 5TH ST.
新正六街,XINZHENG 6TH ST.
新正八街,XINZHENG 8TH ST.
新正路,XINZHENG RD.
新民,XINMIN
新民里中心路,"ZHONGXIN RD., XINMIN VIL."
新民里中正路,"ZHONGZHENG RD., XINMIN VIL."
新民巷,XINMIN LN.
新民街,XINMIN ST.
新民街一段,"SEC. 1, XINMIN ST."
新民路,XINMIN RD.
新民路大東巷,"DADONG LN., XINMIN RD."
新民路香丘巷,"XIANGQIU LN., XINMIN RD."
新民路康樂巷,"KANGLE LN., XINMIN RD."
新生,XINSHENG
新生一巷,XINSHENG 1ST LN.
新生一街,XINSHENG 1ST ST.
新生一路,XINSHENG 1ST RD.
新生二巷,XINSHENG 2ND LN.
新生二街,XINSHENG 2ND ST.
新生二路,XINSHENG 2ND RD.
新生三街,XINSHENG 3RD ST.
新生三路,XINSHENG 3RD RD.
新生五街,XINSHENG 5TH ST.
新生五路,XINSHENG 5TH RD.
新生乙村,XINSHENGYI VIL.
新生山莊,XINSHENG VILLA
新生北巷,XINSHENG N. LN.
新生北路,XINSHENG N. RD.
新生北路一段,"SEC. 1, XINSHENG N. RD."
新生北路二段,"SEC. 2, XINSHENG N. RD."
新生北路三段,"SEC. 3, XINSHENG N. RD."
新生甲村,XINSHENGJIA VIL.
新生西路,XINSHENG W. RD.
新生村復興巷,"FUXING LN., XINSHENG VIL."
新生東街,XINSHENG E. ST.
新生東路,XINSHENG E. RD.
新生南巷,XINSHENG S. LN.
新生南路,XINSHENG S. RD.
新生南路一段,"SEC. 1, XINSHENG S. RD."
新生南路二段,"SEC. 2, XINSHENG S. RD."
新生南路三段,"SEC. 3, XINSHENG S. RD."
新生巷,XINSHENG LN.
新生巷西一弄,"W. 1ST ALY., XINSHENG LN."
新生巷西二弄,"W. 2ND ALY., XINSHENG LN."
新生巷東一弄,"E. 1ST ALY., XINSHENG LN."
新生街,XINSHENG ST.
新生街一段,"SEC. 1, XINSHENG ST."
新生街德和巷,"DEHE LN., XINSHENG ST."
新生路,XINSHENG RD.
新生路二段,"SEC. 2, XINSHENG RD."
新生路三段,"SEC. 3, XINSHENG RD."
新生路四段,"SEC. 4, XINSHENG RD."
新生路口,XINSHENG INTERSECTION
新生路吉立巷,"JILI LN., XINSHENG RD."
新生路定福巷,"DINGFU LN., XINSHENG RD."
新生路榮和巷,"RONGHE LN., XINSHENG RD."
新田一街,XINTIAN 1ST ST.
新田二街,XINTIAN 2ND ST.
新田路,XINTIAN RD.
新甲路,XINJIA RD.
新白揚,XINBAIYANG
新立東街,XINLI E. ST.
新立街,XINLI ST.
新光,XINGUANG
新光一街,XINGUANG 1ST ST.
新光二街,XINGUANG 2ND ST.
新光三街,XINGUANG 3RD ST.
新光五街,XINGUANG 5TH ST.
新光東路,XINGUANG E. RD.
新光巷,XINGUANG LN.
新光街,XINGUANG ST.
新光路,XINGUANG RD.
新光路一段,"SEC. 1, XINGUANG RD."
新光路二段,"SEC. 2, XINGUANG RD."
新光路三段,"SEC. 3, XINGUANG RD."
新光路三段安居巷,"ANJU LN., SEC. 3, XINGUANG RD."
新光路四段,"SEC. 4, XINGUANG RD."
新光路五段,"SEC. 5, XINGUANG RD."
新光路新生五十巷,"XINSHENG 50TH LN., XINGUANG RD."
新光路新生巷,"XINSHENG LN., XINGUANG RD."
新全街,XINQUAN ST.
新吉,XINJI
新吉一路,XINJI 1ST RD.
新吉二路,XINJI 2ND RD.
新吉三路,XINJI 3RD RD.
新吉五路,XINJI 5TH RD.
新吉六路,XINJI 6TH RD.
新吉北街,XINJI N. ST.
新吉庄,XINJIZHUANG
新吉巷,XINJI LN.
新吉街,XINJI ST.
新吉路,XINJI RD.
新合巷,XINHE LN.
新圳巷,XINZUN LN.
新圳路,XINZUN RD.
新宅,XINZHAI
新宅一街,XINZHAI 1ST ST.
新宅二街,XINZHAI 2ND ST.
新宅三街,XINZHAI 3RD ST.
新宅五街,XINZHAI 5TH ST.
新宅六街,XINZHAI 6TH ST.
新宅路,XINZHAI RD.
新安一街,XIN'AN 1ST ST.
新安二街,XIN'AN 2ND ST.
新安三街,XIN'AN 3RD ST.
新安四街,XIN'AN 4TH ST.
新安五街,XIN'AN 5TH ST.
新安六街,XIN'AN 6TH ST.
新安七街,XIN'AN 7TH ST.
新安八街,XIN'AN 8TH ST.
新安街,XIN'AN ST.
新安路,XIN'AN RD.
新成巷,XINCHENG LN.
新成街,XINCHENG ST.
新成路,XINCHENG RD.
新江北路,XINJIANG N. RD.
新江路,XINJIANG RD.
新行街,XINXING ST.
新西一街,XINXI 1ST ST.
新西街,XINXI ST.
新西路,XINXI RD.
新庄,XINZHUANG
新庄一街,XINZHUANG 1ST ST.
新庄一路,XINZHUANG 1ST RD.
新庄二路,XINZHUANG 2ND RD.
新庄三街,XINZHUANG 3RD ST.
新庄三路,XINZHUANG 3RD RD.
新庄子,XINZHUANGZI
新庄仔,XINZHUANGZAI
新庄仔路,XINZHUANGZAI RD.
新庄巷,XINZHUANG LN.
新庄街,XINZHUANG ST.
新庄街一段,"SEC. 1, XINZHUANG ST."
新庄街二段,"SEC. 2, XINZHUANG ST."
新庄路,XINZHUANG RD.
新庄路大管巷,"DAGUAN LN., XINZHUANG RD."
新孝街,XINXIAO ST.
新孝路,XINXIAO RD.
新改路,XINGAI RD.
新村,NEW VIL.
新村路,XINCUN RD.
新村路一段,"SEC. 1, XINCUN RD."
新村路二段,"SEC. 2, XINCUN RD."
新良路,XINLIANG RD.
新邦路,XINBANG RD.
新里巷,XINLI LN.
新和一路,XINHE 1ST RD.
新和二路,XINHE 2ND RD.
新和庄,XINHEZHUANG
新和東路,XINHE E. RD.
新和巷,XINHE LN.
新和街,XINHE ST.
新和路,XINHE RD.
新和橫路,XINHEHENG RD.
新坡,XINPO
新坡一街,XINPO 1ST ST.
新坡下,XINPOXIA
新坡張厝,XINPOZHANGCUO
新坤路,XINKUN RD.
新居巷,XINJU LN.
新居街,XINJU ST.
新岸內,XIN'ANNEI
新店,XINDIAN
新店北路,XINDIAN N. RD.
新店巷,XINDIAN LN.
新店後街,XINDIANHOU ST.
新店莊,XINDIAN VIL.
新店路,XINDIAN RD.
新府路,XINFU RD.
新忠路,XINZHONG RD.
新旺一街,XINWANG 1ST ST.
新旺二街,XINWANG 2ND ST.
新昌一街,XINCHANG 1ST ST.
新昌街,XINCHANG ST.
新昌路,XINCHANG RD.
新明街,XINMING ST.
新明路,XINMING RD.
新東一街,XINDONG 1ST ST.
新東二街,XINDONG 2ND ST.
新東三街,XINDONG 3RD ST.
新東五街,XINDONG 5TH ST.
新東六街,XINDONG 6TH ST.
新東街,XINDONG ST.
新東街大昌,"DACHANG, XINDONG ST."
新東路,XINDONG RD.
新東路一段,"SEC. 1, XINDONG RD."
新東路二段,"SEC. 2, XINDONG RD."
新林一路,XINLIN 1ST RD.
新林路,XINLIN RD.
新武呂,XINWULU
新武路,XINWU RD.
新河路,XINHE RD.
新知一路,XINZHI 1ST RD.
新知二路,XINZHI 2ND RD.
新知三路,XINZHI 3RD RD.
新知五路,XINZHI 5TH RD.
新知六路,XINZHI 6TH RD.
新知八路,XINZHI 8TH RD.
新知十路,XINZHI 10TH RD.
新社,XINSHE
新社一街,XINSHE 1ST ST.
新社二街,XINSHE 2ND ST.
新社三街,XINSHE 3RD ST.
新社坑,XINSHEKENG
新社街,XINSHE ST.
新社街大同巷,"DATONG LN., XINSHE ST."
新社路,XINSHE RD.
新芳,XINFANG
新芳街,XINFANG ST.
新芳路,XINFANG RD.
新長勝二路,XINCHANGSHENG 2ND RD.
新長勝三街,XINCHANGSHENG 3RD ST.
新信路,XINXIN RD.
新冠巷,XINGUAN LN.
新前墩,XINQIANDUN
新南一街,XINNAN 1ST ST.
新南一路,XINNAN 1ST RD.
新南二街,XINNAN 2ND ST.
新南二路,XINNAN 2ND RD.
新南三街,XINNAN 3RD ST.
新南三路,XINNAN 3RD RD.
新南村興農路,"XINGNONG RD., XINNAN VIL."
新南巷,XINNAN LN.
新南街,XINNAN ST.
新南路,XINNAN RD.
新南路一段,"SEC. 1, XINNAN RD."
新南路二段,"SEC. 2, XINNAN RD."
新南路三段,"SEC. 3, XINNAN RD."
新南路四段,"SEC. 4, XINNAN RD."
新城,XINCHENG
新城一路,XINCHENG 1ST RD.
新城二路,XINCHENG 2ND RD.
新城三路,XINCHENG 3RD RD.
新城五路,XINCHENG 5TH RD.
新城六路,XINCHENG 6TH RD.
新城八路,XINCHENG 8TH RD.
新城北路,XINCHENG N. RD.
新城南路,XINCHENG S. RD.
新城巷,XINCHENG LN.
新城街,XINCHENG ST.
新城路,XINCHENG RD.
新威,XINWEI
新屋,XINWU
新屋家,XINWUJIA
新建市場,XINJIAN MARKET
新建南路,XINJIAN S. RD.
新建巷,XINJIAN LN.
新建街,XINJIAN ST.
新建路,XINJIAN RD.
新政路,XINZHENG RD.
新春巷,XINCHUN LN.
新春街,XINCHUN ST.
新柑坪,XINGANPING
新洋路,XINYANG RD.
新洲一街,XINZHOU 1ST ST.
新洲二街,XINZHOU 2ND ST.
新洲三街,XINZHOU 3RD ST.
新洲五街,XINZHOU 5TH ST.
新洲六街,XINZHOU 6TH ST.
新洲東路,XINZHOU E. RD.
新洲路,XINZHOU RD.
新珊一路,XINSHAN 1ST RD.
新珊二路,XINSHAN 2ND RD.
新珊路,XINSHAN RD.
新科一街,XINKE 1ST ST.
新科路,XINKE RD.
新美,XINMEI
新美街,XINMEI ST.
新苗街,XINMIAO ST.
新英,XINYING
新英街,XINYING ST.
新香街,XINXIANG ST.
新香蘭,XINXIANGLAN
新倫路,XINLUN RD.
新倉街,XINCANG ST.
新原路,XINYUAN RD.
新厝,XINCUO
新厝子,XINCUOZI
新厝仔,XINCUOZAI
新厝巷,XINCUO LN.
新厝街,XINCUO ST.
新厝路,XINCUO RD.
新唐路,XINTANG RD.
新埔,XINPU
新埔一街,XINPU 1ST ST.
新埔二街,XINPU 2ND ST.
新埔三街,XINPU 3RD ST.
新埔五街,XINPU 5TH ST.
新埔六街,XINPU 6TH ST.
新埔七街,XINPU 7TH ST.
新埔八街,XINPU 8TH ST.
新埔十街,XINPU 10TH ST.
新埔子,XINPUZI
新埔里中山路,"ZHONGSHAN RD., XINPU VIL."
新埔路,XINPU RD.
新宮街,XINGONG ST.
新展街,XINZHAN ST.
新展路,XINZHAN RD.
新峰,XINFENG
新峰路,XINFENG RD.
新振巷,XINZHEN LN.
新泰街,XINTAI ST.
新泰路,XINTAI RD.
新海路,XINHAI RD.
新烏路一段,"SEC. 1, XINWU RD."
新烏路二段,"SEC. 2, XINWU RD."
新烏路三段,"SEC. 3, XINWU RD."
新烏路三段寶島巷,"BAODAO LN., SEC. 3, XINWU RD."
新烏路四段,"SEC. 4, XINWU RD."
新烏路五段,"SEC. 5, XINWU RD."
新班鳩,XINBANJIU
新站,XINZHAN
新站一街,XINZHAN 1ST ST.
新站二街,XINZHAN 2ND ST.
新站三街,XINZHAN 3RD ST.
新站路,XINZHAN RD.
新起街,XINQI ST.
新起寮,XINQILIAO
新馬南路,XINMA S. RD.
新馬路,XINMA RD.
新高東路,XINGAO E. RD.
新高路,XINGAO RD.
新國街,XINGUO ST.
新埤,XINPI
新基北街,XINJI N. ST.
新基西街,XINJI W. ST.
新基東街,XINJI E. ST.
新基南街,XINJI S. ST.
新基街,XINJI ST.
新崑路,XINKUN RD.
新崙中路,XINLUN CENTRAL RD.
新崙西路,XINLUN W. RD.
新崙南路,XINLUN S. RD.
新崙路,XINLUN RD.
新康街,XINKANG ST.
新強街,XINQIANG ST.
新強路,XINQIANG RD.
新望洋,XINWANGYANG
新梅一街,XINMEI 1ST ST.
新梅二街,XINMEI 2ND ST.
新梅三街,XINMEI 3RD ST.
新梅五街,XINMEI 5TH ST.
新梅六街,XINMEI 6TH ST.
新梅七街,XINMEI 7TH ST.
新梅八街,XINMEI 8TH ST.
新梅九街,XINMEI 9TH ST.
新梅十街,XINMEI 10TH ST.
新盛一街,XINSHENG 1ST ST.
新盛二街,XINSHENG 2ND ST.
新盛三街,XINSHENG 3RD ST.
新盛五街,XINSHENG 5TH ST.
新盛六街,XINSHENG 6TH ST.
新盛七街,XINSHENG 7TH ST.
新盛八街,XINSHENG 8TH ST.
新盛九街,XINSHENG 9TH ST.
新盛十街,XINSHENG 10TH ST.
新盛十一街,XINSHENG 11TH ST.
新盛十二街,XINSHENG 12TH ST.
新盛街,XINSHENG ST.
新祥街,XINXIANG ST.
新莊,XINZHUANG
新莊一路,XINZHUANG 1ST RD.
新莊洋,XINZHUANGYANG
新莊街,XINZHUANG ST.
新莊路,XINZHUANG RD.
新莊路大昌巷,"DACHANG LN., XINZHUANG RD."
新莊路定吉巷,"DINGJI LN., XINZHUANG RD."
新莊路定安巷,"DING'AN LN., XINZHUANG RD."
新莊路保金巷,"BAOJIN LN., XINZHUANG RD."
新莊路保隆巷,"BAOLONG LN., XINZHUANG RD."
新莊路保慶巷,"BAOQING LN., XINZHUANG RD."
新部,XINBU
新部落,NEW TRIBE
新都街,XINDU ST.
新都路,XINDU RD.
新勝,XINSHENG
新勝街,XINSHENG ST.
新勝路,XINSHENG RD.
新圍,XINWEI
新富,XINFU
新富一街,XINFU 1ST ST.
新富二街,XINFU 2ND ST.
新富三街,XINFU 3RD ST.
新富四街,XINFU 4TH ST.
新富五街,XINFU 5TH ST.
新富六街,XINFU 6TH ST.
新富七街,XINFU 7TH ST.
新富八街,XINFU 8TH ST.
新富九街,XINFU 9TH ST.
新富十街,XINFU 10TH ST.
新富十一街,XINFU 11TH ST.
新富十二街,XINFU 12TH ST.
新富十三街,XINFU 13TH ST.
新富巷,XINFU LN.
新富街,XINFU ST.
新富路,XINFU RD.
新富路一段,"SEC. 1, XINFU RD."
新復,XINFU
新復路,XINFU RD.
新復路一段,"SEC. 1, XINFU RD."
新復路二段,"SEC. 2, XINFU RD."
新復路三段,"SEC. 3, XINFU RD."
新朝嶺,XINCHAOLING
新港,XINGANG
新港一街,XINGANG 1ST ST.
新港一路,XINGANG 1ST RD.
新港二街,XINGANG 2ND ST.
新港二路,XINGANG 2ND RD.
新港三街一段,"SEC. 1, XINGANG 3RD ST."
新港三街二段,"SEC. 2, XINGANG 3RD ST."
新港三路,XINGANG 3RD RD.
新港五街一段,"SEC. 1, XINGANG 5TH ST."
新港五街二段,"SEC. 2, XINGANG 5TH ST."
新港五路,XINGANG 5TH RD.
新港六路,XINGANG 6TH RD.
新港七路,XINGANG 7TH RD.
新港八路,XINGANG 8TH RD.
新港北路,XINGANG N. RD.
新港村復興路,"FUXING RD., XINGANG VIL."
新港東,XINGANGDONG
新港社大道,XINGANGSHE BLVD.
新港南路,XINGANG S. RD.
新港街,XINGANG ST.
新港路,XINGANG RD.
新港路二段,"SEC. 2, XINGANG RD."
新湖,XINHU
新湖一路,XINHU 1ST RD.
新湖二路,XINHU 2ND RD.
新湖三路,XINHU 3RD RD.
新湖巷,XINHU LN.
新湖街,XINHU ST.
新湖路,XINHU RD.
新湖路一段,"SEC. 1, XINHU RD."
新湖路二段,"SEC. 2, XINHU RD."
新湖路三段,"SEC. 3, XINHU RD."
新湖路四段,"SEC. 4, XINHU RD."
新湖路五段,"SEC. 5, XINHU RD."
新湖漁港,XINHU FISH PORT
新發巷,XINFA LN.
新發路,XINFA RD.
新筏子頭,XINFAZITOU
新結庄,XINJIEZHUANG
新華,XINHUA
新華北路,XINHUA N. RD.
新華里崎仔頭,"QIZAITOU, XINHUA VIL."
新華巷,XINHUA LN.
新華街,XINHUA ST.
新華路,XINHUA RD.
新華路一段,"SEC. 1, XINHUA RD."
新華路二段,"SEC. 2, XINHUA RD."
新華路文化巷,"WENHUA LN., XINHUA RD."
新街,XIN ST.
新街路,XINJIE RD.
新貴北街,XINGUI N. ST.
新貴南街,XINGUI S. ST.
新貴街,XINGUI ST.
新逸巷,XINYI LN.
新進東街,XINJIN E. ST.
新進巷,XINJIN LN.
新進街,XINJIN ST.
新進路,XINJIN RD.
新進路一段,"SEC. 1, XINJIN RD."
新進路二段,"SEC. 2, XINJIN RD."
新鄉路,XINXIANG RD.
新鄉路三號農路,"NO. 3 FARM RD., XINXIANG RD."
新鄉路四號農路,"NO. 4 FARM RD., XINXIANG RD."
新鄉路五號農路,"NO. 5 FARM RD., XINXIANG RD."
新鄉路六號農路,"NO. 6 FARM RD., XINXIANG RD."
新開,XINKAI
新開一路,XINKAI 1ST RD.
新開二路,XINKAI 2ND RD.
新開三路,XINKAI 3RD RD.
新開五路,XINKAI 5TH RD.
新開六路,XINKAI 6TH RD.
新開七路,XINKAI 7TH RD.
新開南路,XINKAI S. RD.
新開巷,XINKAI LN.
新開發路,XINKAIFA RD.
新開街,XINKAI ST.
新開園,XINKAIYUAN
新開路,XINKAI RD.
新隆,XINLONG
新隆路,XINLONG RD.
新雅巷,XINYA LN.
新雅街,XINYA ST.
新雅路,XINYA RD.
新順路,XINSHUN RD.
新順興路,XINSHUNXING RD.
新勢路,XINSHI RD.
